paperID,title_pdftitle,title_pypdf2
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2008/p89-chaudhuri.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2006/p37-polakow.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2006/p75-smith.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2006/p65-hicks.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2006/p85-hristova.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2006/p17-unno.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2006/p7-hamlen.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2006/p57-liu.pdf,"
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2006/p47-lu.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2006/p3-fraser.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2006/p1-wagner.pdf,"Object Capabilities for Security
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2006/p27-jovanovic.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2007/p95-livshits.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2007/p53-askarov.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2007/p41-mccamant.pdf,,proof.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2007/p31-chen.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2007/p67-smith.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2007/p105-mazurak.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2007/p75-chen.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2007/p21-nielsen.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2007/p11-smith.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2007/p47-case.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2007/p61-banerjee.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2007/p1-hicks.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2007/p85-saidi.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2007/p73-bandhakavi.pdf,"Informal Presentation: A Trust Management Perspective on Managing Policy Updates in Security-Typed Languages
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2009/p87-birgisson.pdf,"An Implementation and Semantics for Transactional Memory Introspection in Haskell
",An implementation and semantics for transactional memory introspection in Haskell
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2009/p113-austin.pdf,,Efficient purely-dynamic information flow analysis
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2009/p17-jia.pdf,,Encoding information flow in Aura
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2009/p45-askarov.pdf,,Catch me if you can: permissive yet secure error handling
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2009/p73-newsome.pdf,,Measuring channel capacity to distinguish undue influence
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2009/p101-broberg.pdf,,Flow-sensitive semantics for dynamic information flow policies
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2009/p59-balliu.pdf,,A weakest precondition approach to active attacks analysis
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2009/p31-wasserrab.pdf,,On PDG-based noninterference and its modular proof
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2009/p125-shinnar.pdf,,A language for information flow: dynamic tracking in multiple interdependent dimensions
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2009/p1-chaudhuri.pdf,,Language-based security on Android
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2009/p9-devries.pdf,,ActionScript bytecode verification with co-logic programming
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2010/a6-dhawan.pdf,"Position Paper: The Case for JavaScript Transactions
",The case for JavaScript transactions: position paper
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2010/a2-berthome.pdf,,Attack model for verification of interval security properties for smart card C codes
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2010/a3-austin.pdf,"Permissive Dynamic Information Flow Analysis
",Permissive dynamic information flow analysis
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2010/a7-mettler.pdf,"Class Properties for Security Review in an Object-Capability Subset of Java (Short Paper)
",Class properties for security review in an object-capability subset of Java: (short paper)
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2010/a8-li.pdf,"Secure Information Flow Analysis for Hardware Design: Using the Right Abstraction for the Job
",Secure information flow analysis for hardware design: using the right abstraction for the job
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2010/a4-malecha.pdf,,A more precise security type system for dynamic security tests
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2010/a1-bond.pdf,"Efﬁcient, Context-Sensitive Detection of Real-World Semantic Attacks
","Efficient, context-sensitive detection of real-world semantic attacks"
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/PLAS/PLAS2010/a5-hassan.pdf,"Restricted Delegation and Revocation in Language-Based Security (Position Paper)
",Restricted delegation and revocation in language-based security: (position paper)
