paperID,title_pdftitle,title_pypdf2
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/WSC/WSC2008/p822-johnston.pdf,"
",ESTABLISHING THE CREDIBILITY OF A BIOTECH SIMULATION MODEL
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/WSC/WSC2008/p2732-rossetti.pdf,,SIMULATING INVENTORY SYSTEMS WITH FORECAST BASED POLICY UPDATING
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/WSC/WSC2008/p2595-yang.pdf,"
",USING DATA DRIVEN SIMULATION TO BUILD INVENTORY MODEL
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/WSC/WSC2008/p942-rohl.pdf,"Proceedings of the 2008 Winter Simulation ConferenceS. J. Mason, R. R. Hill, L. Mönch, O. Rose, T. Jefferson, J. W. Fowler eds.
",DEFINITION AND ANALYSIS OF COMPOSITION STRUCTURES FOR DISCRETE-EVENT MODELS
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/WSC/WSC2008/p1592-ekici.pdf,"Proceedings of the 2008 Winter Simulation ConferenceS. J. Mason, R. R. Hill, L. Mönch, O. Rose, T. Jefferson, J. W. Fowler eds.
",PANDEMIC INFLUENZA RESPONSE
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/WSC/WSC2008/p2801-garcia-alonso.pdf,"
",GENERATING ARTIFICIAL POPULATIONS USING A MULTI-LEVEL FUZZY INFERENCE ENGINE
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/WSC/WSC2008/p1401-pawlewski.pdf,"
",SUPPORTIVE ROLE OF THE SIMULATION IN THE PROCESS OF SHIP ENGINE CRANKCASE PRODUCTION PROCESS OF REENGINEERING (CASE STUDY)
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/WSC/WSC2008/p1420-gutierrez.pdf,"
",DE2M: A SOLUTION FOR ANALYZING SUPPLY CHAIN
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/WSC/WSC2008/p2185-kabak.pdf,"Proceedings of the 2008 Winter Simulation ConferenceS. J. Mason, R. R. Hill, L. Mönch, O. Rose, T. Jefferson, J. W. Fowler eds.
",ANALYSIS OF MULTIPLE PROCESS FLOWS IN AN ASIC FAB WITH A DETAILED PHOTOLITHOGRAPHY AREA MODEL
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/WSC/WSC2008/p2572-vaughan.pdf,"
",IN SEARCH OF THE MEMORYLESS PROPERTY
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/WSC/WSC2008/p578-peng.pdf,"Proceedings of the 2008 Winter Simulation ConferenceS. J. Mason, R. R. Hill, L. Mönch, O. Rose, T. Jefferson, J. W. Fowler eds.
",CONNECTING THE TOP-DOWN TO THE BOTTOM-UP: PRICING CDO UNDER A CONDITIONAL SURVIVAL (CS) MODEL
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset4/WSC/WSC2008/p2884-robbins.pdf,"extended period
",A SIMULATION BASED SCHEDULING MODEL FOR CALL CENTERS WITH UNCERTAIN ARRIVAL RATES
