paperID,title_pdftitle,title_pypdf2
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p89-charleux.pdf,"Quality assessment for drainage networks and watershed boundaries extraction from a Digital Elevation Model (DEM)
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p15-cicerone.pdf,"Cardinal Relations Between Regions with a Broad Boundary*
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p115-doellner.pdf,"Dynamic 3D Maps as Visual Interfaces for Spatio-Temporal Data
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p194-lbath.pdf,"Applications and Web-Based GIS Applications with the CASE Tool AIGLE
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p33-chen.pdf,"A High-Performance Web-Based System Design for Spatial Data Accesses*
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p135-hope.pdf,"IMPROVING CO-OPERATIVE WORKING IN THE UTILITY INDUSTRY THROUGH MOBILE CONTEXT AWARE GEOGRAPHIC INFORMATION SYSTEMS
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p39-brodeur.pdf,"Modelling Geospatial Application Databases using UML-based Repositories Aligned with International Standards in Geomatics
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p69-liu.pdf,"Processing Object-orientation-based Direction Queries: A summary of Results.
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p27-zhang.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p83-etches.pdf,"UTIS (Urban Transportation Information System) A Geo-Spatial Transport Database
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p197-farias.pdf,"Distributed Information System on an Internet/Intranet Environment (DISI2E)
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p187-kovalevskaya.pdf,"VisualModelsforSpatial KnowledgeDiscovery
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p21-schneider.pdf,"Metric Operations on Fuzzy Spatial Objects in Databases
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p129-walter.pdf,"Automated revision of GIS databases
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p153-xu.pdf,"Spatially Distributed Databases on Sensors*
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p108-moreira.pdf,"Query operations for moving objects database systems
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p161-prado.pdf,"Cartography and Geographic Information Systems as Semiotic Systems: A Comparative Analysis
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p47-beaujardiere.pdf,"THE NASA DIGITAL EARTH TESTBED
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GIS/GIS2000/p141-leichsenring.pdf,"A Location-Aware Graphical BBS for Mobile Environments
",
