paperID,title_pdftitle,title_pypdf2
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p341-casagni.pdf,"Michelle Casagni Margaret Lyell
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p232-hong.pdf,"Data Flow Testing as Model Checking*
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p295-moody.pdf,"Evaluating the Quality of Information Models: Empirical Testing of a Conceptual Model Quality Framework
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p781-ce_lemos.pdf,"ICSE 2003 Workshop on Software Architectures for Dependable Systems
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p787-feather.pdf,"ICSE 2003 Workshop on Software Engineering for High Assurance Systems: Synergies between Process, Product, and Profiling (SEHAS 2003)
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p319-zhang.pdf,"Precise Dynamic Slicing Algorithms*
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p221-bertolino.pdf,"A Framework for Component Deployment Testing
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p828-yokomori.pdf,"Java Program Analysis Projects in Osaka University: Aspect-Based Slicing System ADAS and Ranked-Component Search System SPARS-J
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p771-lucena.pdf,"Software Engineering for Large-Scale Multi-Agent Systems - SELMAS'2003
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p705-kemmerer.pdf,"C y b e r s e c u r i t y
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p641-johnson.pdf,"Beyond the Personal Software Process: Metrics collection and analysis for the differently disciplined
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p174-wohlstadter.pdf,"DADO: Enhancing Middleware to Support Crosscutting Features in Distributed, Heterogeneous Systems Eric Wohlstadter, Stoney Jackson and Premkumar Devanbu Center for Software Systems Research, Department of Computer Science, University of California, Davis, CA 95616 {wohlstad,j acksoni,devanbu } @ cs.ucdavis.edu Abstract
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p653-seffah.pdf,"Empowering Software Engineers in Human-Centered Design
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p363-griswold.pdf,"A Component Architecture for an Extensible, Highly Integrated Context-Aware Computing Infrastructure*
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p800-schafer.pdf,"Research Demonstrations and Posters
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p93-burnett.pdf,"End-User Software Engineering with Assertions in the Spreadsheet Paradigm
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p506-gantner.pdf,"DaimlerChrysler AG Ulm, Germany { Thomas. Gantner, Oliver_Tobias.Barth}@DaimlerChrysler.com
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p793-damian.pdf,"Addressing the Challenges of Software Industry Globalization: The Workshop on Global Software Development
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p723-devanbu.pdf,"(Panel Chair)
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p74-sim.pdf,"Using Benchmarking to Advance Research: A Challenge to Software Engineering
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p330-binkley.pdf,"An Empirical Study of Predicate Dependence Levels and Trends
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/ICSE/ICSE2003/p721-walker.pdf,"Panel: Empirical Validation--What, Why, When, and How
",
