paperID,title_pdftitle,title_pypdf2
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p54-mine.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p22-spivak.pdf,,javacardForLCTES.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p103-sandberg.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p135-rothamel.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p163-mutyam.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p182-yan.pdf,,estimation.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p125-edwards.pdf,,2006-lctes-shim.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p34-regehr.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p72-zhuang.pdf,"Effective Thread Management on Network Processors with Compiler Analysis
",Microsoft Word - lctes013-zhuang.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p113-prochnow.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p64-kreahling.pdf,,lctes012-kreahling.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p12-zhang.pdf,"Minimizing Downtime in Seamless Migrations of Mobile Applications
",Microsoft Word - lctes21-zhang5.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p145-farfeleder.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p173-park.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p199-zhang.pdf,,lctes001-zhang.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p44-cooprider.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p153-chen.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p2-vonplaten.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p189-pandey.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p1-martonosi.pdf,"Embedded Systems in the Wild: ZebraNet Software, Hardware, and Deployment Experiences
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p83-kulkarni.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2006/p93-danne.pdf,"An EDF Schedulability Test for Periodic Tasks on Reconﬁgurable Hardware Devices
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p20-kang.pdf,"Power-Aware Design Synthesis Techniques for Distributed Real-Time Systems
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p238-adve.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p64-henzinger.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p39-park.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p196-gore.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p188-narain.pdf,"Middleware For Building Adaptive Systems Via Configuration
","Acrobat Distiller, Job 14"
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p11-kim.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p94-ziegenbein.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p121-merillon.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p230-krishnamurthy.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p205-othman.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p155-wagner.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p138-granston.pdf,"Software Pipelining Irregular LoopsOn the TMS320C6000 VLIW DSP Architecture
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p214-pyarali.pdf,,OM-01.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p1-lee.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p145-kaestner.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p175-yellin.pdf,"Stuck in the Middle: Challenges and Trends in OptimizingMiddleware
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p182-larus.pdf,"Using Cohort Scheduling to Enhance Server Performance (Extended Abstract)
","Acrobat Distiller, Job 237"
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p165-kebler.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p48-huang.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p102-unnikrishnan.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p88-vivancos.pdf,"Parametric Timing Analysis
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p181-hogstedt.pdf,"Optimizing Component Interaction
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p56-cadot.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p82-bakshi.pdf,,MILANArch
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset3/LCTES/LCTES2001/p73-palopoli.pdf,,
