paperID,title_pdftitle,title_pypdf2
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1396-sato.pdf,"Analysis of Noisy Time-series Signals with GA Involving Viral Infection with Tropism
",Microsoft Word - pap144t1-sato11.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1782-gagne.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p2257-duke.pdf,"Using an Evolutionary Agent-Based Simulation to Explore Hedging Pressure in Futures Markets
",pap277t4-duke.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p489-li.pdf,,Microsoft Word - pap421s4-Li.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1539-yoon.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p2211-wang.pdf,"A Multi-Objective Imaging Scheduling Approach for Earth Observing Satellites
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1304-mattiussi.pdf,"Center of Mass Encoding: A Self-Adaptive Representation with Adjustable Redundancy for Real-Valued Parameters
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1533-tahera.pdf,"Adopting Dynamic Operators in a Genetic Algorithm
",Microsoft Word - pap242t1-tahera1.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1045-reisinger.pdf,"Acquiring Evolvability through Adaptive Representations
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p168-anastasiadis.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p990-downing.pdf,"Supplementing Evolutionary Developmental Systems with Abstract Models of Neurogenesis
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p490-ottino-loffler.pdf,"A Spatial Model of the Red Queen Effect
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1731-woolley.pdf,"Genetic Evolution of Hierarchical Behavior Structures
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1468-xie.pdf,"Another Investigation on Tournament Selection: modelling and visualisation
",pap167t1-xie.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p500-bosman.pdf,"Adaptive Variance Scaling in Continuous Multi-Objective Estimation-of-Distribution Algorithms
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p797-friedrich.pdf,"ApproximatingCoveringProblemsbyRandomizedSearchHeuristicsUsingMulti ObjectiveModels
",pap331s7-friedrich.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p982-devert.pdf,"Robust Multi-Cellular Developmental Design
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p2037-jaros.pdf,"An Evolutionary Approach to Collective Communication Scheduling
",Microsoft Word - pap396t4-jaros1.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1532-stanoyevitch.pdf,,Microsoft Word - pap249t1-stanoyevitch1.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1516-halma.pdf,"Adaptive Markov Recombination
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1871-chen.pdf,"Introducing Fault Tolerance to XCS
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p726-abido.pdf,"Two-Level of Nondominated Solutions Approach to Multiobjective Particle Swarm Optimization
",Microsoft Word - pap222s7-abido.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p432-moore.pdf,"Towards Human-Human-Computer Interaction for Biologically-Inspired Problem-Solving in Human Genetics
",Microsoft Word - moore-poster.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p354-bleuler.pdf,"Discrimination of Metabolic Flux Proﬁles Using a Hybrid Evolutionary Algorithm
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1667-muntean.pdf,"Best SubTree Genetic Programming
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1870-cattral.pdf,"Discovering Rules in the Poker Hand Dataset
",Microsoft Word - pap681t3-cattral.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p253-gotshall.pdf,"Stochastic Training of a Biologically Plausible Spino-neuromuscular System Model
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p2090-lee.pdf,"An Evolutionary Keystroke Authentication Based on Ellipsoidal Hypothesis Space
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1822-lanzi.pdf,"Classiﬁer Systems that Compute Action Mappings
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p789-ferreira.pdf,"Methodology to Select Solutions from the Pareto-Optimal Set: A Comparative Study
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1372-sakuma.pdf,"A Genetic Algorithm for Privacy Preserving Combinatorial Optimization
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p624-coffin.pdf,"Why Is Parity Hard for Estimation of Distribution Algorithms?
",Microsoft Word - pap372s5-coffin.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p913-wozniak.pdf,"Dimensionality Reduction in Evolutionary Multiobjective Design: Case Study
",Microsoft Word - pap582s7-wozniak.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p593-ahn.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p2151-quiroz.pdf,"Interactive Evolution of XUL User Interfaces
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p334-baddeley.pdf,"Bee SLAM: A probabilistic framework for studying orientation flights in bees and wasps
",Microsoft Word - pap299s2-baddeley1.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p2045-jenabi.pdf,"A Hybrid GA for A Supply Chain Production Planning Problem
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p344-priesterjahn.pdf,"An Evolutionary Online Adaptation Method for Modern Computer Games Based on Imitation
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p547-pelikan.pdf,"Hybrid Evolutionary Algorithms on Minimum Vertex Cover for Random Graphs
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1872-dehaas.pdf,,Microsoft Word - pap220t3-rickert1.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1173-chen.pdf,"GARS: An Improved Genetic Algorithm with Reserve Selection for Global Optimization
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p531-lipinski.pdf,"ECGA vs. BOA in Discovering Stock Market Trading Experts
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p601-yu.pdf,"Population Sizing for Entropy-based Model Building in Discrete Estimation of Distribution Algorithms
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p337-curran.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p2219-wedge.pdf,"Peptide Detectability following ESI Mass Spectrometry: Prediction using Genetic Programming
",Microsoft Word - pap130t4-wedge1.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p892-schutze.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1518-he.pdf,"A Comparison of GAs using Penalizing Infeasible Solutions and Repairing Infeasible Solutions on Restrictive Capacity Knapsack Problem
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1758-taboada.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p171-figueredo.pdf,"SuppressionBasedImmuneMechanismtoFindaRepresentative Training Set i n Data Classiﬁcation Tasks
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p285-kim.pdf,"A Quantitative Analysis of Memory Requirement and Generalization Performance for Robotic Tasks
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1708-thomason.pdf,"Novel Ways of Improving Cooperation and Performance in Ensemble Classiﬁers
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1226-gallardo.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1064-yogev.pdf,"Growth and Development of Continuous Structures
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p10-alba.pdf,"ACOhg: Dealing with Huge Graphs
",pap482s1-alba.dvi
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1021-harding.pdf,"Self-Modifying Cartesian Genetic Programming
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p118-moraglio.pdf,"Geometric Particle Swarm Optimization for the Sudoku Puzzle
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1219-friedrich.pdf,"Rigorous Analyses of Simple Diversity Mechanisms
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p2074-koza.pdf,"Automated Synthesis of a Fixed-Length Loaded Symmetric Dipole Antenna Whose Gain Exceeds That of a Commercial Antenna and Matches the Theoretical Maximum
",Microsoft Word - pap491t4-koza.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p434-bucci.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p674-kramer.pdf,,
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1686-shirakawa.pdf,"Graph Structured Program Evolution
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p230-dichio.pdf,"EcoPS - A Particle Swarm Algorithm to Model Group-Foraging
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1877-smith.pdf,"MILCS: A Mutual Information Learning Classifier System
",Microsoft Word - pap393t3-smith.doc
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p184-stewart.pdf,"Swarming with Logic
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p1967-dragoni.pdf,"Evolutionary Algorithms for Reasoning in Fuzzy Description Logics with Fuzzy Quantiﬁers
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p2195-wagner.pdf,"On the Design of Optimisers for Surface Reconstruction
",
/Users/sherry/Google_Drive/transfer/subset2_4/SchRecSubset2/GECCO/GECCO2007/p377-chan.pdf,"TFBS Identiﬁcation by Position- and Consensus-led Genetic Algorithm with Local Filtering
",sig-alternate.dvi
